SEC_TERM,COURSE_SECTIONS_ID,SEC_STATUS,SEC_COMMENTS,SEC_PRINTED_COMMENTS,Start Date,Start Month,Start Day,Start Year,SEC_START_DATE,End Date,End Month,End Day,End Year,SEC_END_DATE,SEC_SUBJECT,SEC_COURSE_NO,SEC_NO,SEC_SHORT_TITLE,SEC_MIN_CRED,Military Start,CSM_START_TIME,Military End,CSM_END_TIME,CSM_MONDAY,CSM_TUESDAY,CSM_WEDNESDAY,CSM_THURSDAY,CSM_FRIDAY,CSM_SATURDAY,CSM_SUNDAY,CSM_BLDG,CSM_ROOM,CSM_INSTR_METHOD,SEC_FACULTY_INFO,STUDENTS_AND_RESERVED_SEATS,SEC_CAPACITY,SEC_SCHED_CAPACITY,WAITLIST,XL_CAPACITY,XL_WAITLIST_MAX,CHARGE_AMT_1,CHARGE_AMT_2,CHARGE_AMT_3,AR_CODE_2,AR_CODE_3,sect_AW,sect_FAR,sect_HIS,sect_LIT,sect_CEA,sect_CL,sect_CD,sect_ER,sect_PHL,sect_THE,sect_FYC,sect_GD,sect_ILC,sect_IW,sect_ND,sect_NS,sect_OC,sect_PR,sect_QA,sect_SL,sect_SS,sect_WI,sect_PS,PREREQ,SEC_FACULTY_CONSENT_FLAG,SEC_PETITION_REQD_FLAG,SEC_HIDE_IN_CATALOG,CSM_START_DATE,CSM_END_DATE,NEEDS_BUILD,SEC_OVERRIDE_CRS_REQS_FLAG,SEC_OVR_PREREG_START_DATE,SEC_OVR_ADD_START_DATE,SEC_OVR_DROP_GR_REQD_DATE,SEC_OVR_DROP_END_DATE,SEC_ACAD_LEVEL,SEC_NO_WEEKS,SEC_XLIST,SEC_GRADE_SCHEME,SEC_CRED_TYPE,SEC_REG_RETAKE_POLICY,SEC_BILLING_CRED,SEC_BILLING_METHOD,SEC_BILLING_PERIOD_TYPE,SEC_MIN_ENROLL,SEC_ONLY_PASS_NOPASS_FLAG,SEC_ALLOW_PASS_NOPASS_FLAG,SEC_ALLOW_AUDIT_FLAG,SEC_ALLOW_WAITLIST_FLAG,SEC_WAITLIST_MAX,SEC_WAITLIST_NO_DAYS,SEC_CLOSE_WAITLIST_FLAG,CSM_ROOM_SCHED_TERM,SEC_SYNONYM,SEC_COURSE,SEC_NAME,,,SEC_MEETING_INFO,,SEC_FIRST_MEETING_DATE,SEC_LAST_MEETING_DATE,Name
2024SP,20526,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CO,225,A,Professional Communication,3.00000,16:30:00,4:30PM,17:45:00,5:45PM,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,STCH,045,LEC,B. Northup,14,34,34,,,,25.00,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,,19689,433,CO-225-A,,,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 04:30PM - 05:45PM, St. Charles Hall, Room 045",,Jan 17 2024,May  8 2024,STCH 045
2024SP,20230,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,ANZ,442,A,The Science of Animal Welfare,3.00000,17:15:00,5:15PM,18:30:00,6:30PM,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,PCCC,101,LEC,"M. Demello, T. Szymanski",18,26,26,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19396,1858,ANZ-442-A,,,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 05:15PM - 06:30PM, Perkins Call Canine Center, Room 101",,Jan 17 2024,May  8 2024,PCCC 101
2024SP,20854,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,BA,313,B,Managerial Finance,3.00000,17:15:00,5:15PM,18:30:00,6:30PM,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,SIMP,106,LEC,J. Mull,12,25,30,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,,19991,309,BA-313-B,,,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 05:15PM - 06:30PM, Simperman Hall, Room 106",,Jan 17 2024,May  8 2024,SIMP 106
2024SP,20311,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,BA,420,A,Governmental & NFP Accounting,3.00000,17:15:00,5:15PM,18:30:00,6:30PM,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,SIMP,331,LEC,A. Thomas,13,24,24,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19477,2431,BA-420-A,,,"01/17/2024-05/09/2024 Lecture Monday, Wednesday 05:15PM - 06:30PM, Simperman Hall, Room 331",,Jan 17 2024,May  8 2024,SIMP 331
2024SP,20610,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,PHIL,150,B,Philosophy in Love,3.00000,17:15:00,5:15PM,18:30:00,6:30PM,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,SIMP,212,LEC,E. Roncalli,19,24,24,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PR,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,,19773,2109,PHIL-150-B,,,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 05:15PM - 06:30PM, Simperman Hall, Room 212",,Jan 17 2024,May  8 2024,SIMP 212
2024SP,20622,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,PO,210,A,Intro to Constitutional Law,3.00000,17:15:00,5:15PM,18:30:00,6:30PM,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,SIMP,312,LEC,C. Smith,18,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,,19784,588,PO-210-A,,,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 05:15PM - 06:30PM, Simperman Hall, Room 312",,Jan 17 2024,May  8 2024,SIMP 312
2024SP,20533,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,PSY,203,B,Developmental Psychology,3.00000,17:15:00,5:15PM,18:30:00,6:30PM,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,REMOT,D. Devine,34,35,35,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19696,627,PSY-203-B,,,"01/17/2024-05/08/2024 Remote (Synchronous) Monday, Wednesday 05:15PM - 06:30PM, Room to be Announced",,Jan 17 2024,May  8 2024, 
2024SP,20493,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,TH,495,A,Theology Seminar(WI),3.00000,17:15:00,5:15PM,18:30:00,6:30PM,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,STCH,044,SEM,J. Ries,4,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,WI,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19659,510,TH-495-A,,,"01/17/2024-05/08/2024 Seminar Monday, Wednesday 05:15PM - 06:30PM, St. Charles Hall, Room 044",,Jan 17 2024,May  8 2024,STCH 044
2024SP,20531,F,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,PSY,105,C,General Psychology,3.00000,18:45:00,6:45PM,20:00:00,8:00PM,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,OCON,107,LEC,K. Dukart,0,45,50,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19694,54,PSY-105-C,,,"01/17/2024-05/08/2024 Lecture Monday, Wednesday 06:45PM - 08:00PM, O'Connell Hall, Room 107",,Jan 17 2024,May  8 2024,OCON 107
2024SP,20187,A,,,2024-03-20,03,20,2024,Mar 20 2024,2024-05-9,05,9,2024,May  9 2024,ACNU,404B,A,Illness Across Lifespan II B,2.00000,9:30:00,9:30AM,10:45:00,10:45AM,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,SIMP,407,LEC,J. Johnson,9,10,10,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Mar 20 2024,May  9 2024,Current or Needs Rebuild,N,Nov  5 2023,Mar 20 2024,Mar 28 2024,Apr 25 2024,UG,8,,+,INST,R2,2.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19353,2606,ACNU-404B-A,,,"03/20/2024-05/09/2024 Lecture Monday, Wednesday 09:30AM - 10:45AM, Simperman Hall, Room 407 (more)...",,Mar 20 2024,May  8 2024,SIMP 407
2024SP,20188,A,,,2024-03-20,03,20,2024,Mar 20 2024,2024-05-9,05,9,2024,May  9 2024,ACNU,414,A,Com &PublicHealth Nursing(ND),4.00000,13:00:00,1:00PM,15:30:00,3:30PM,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,SIMP,407,LEC,D. Thompson,9,10,11,,,,,,,,,-,-,-,-,-,-,CD,-,-,-,-,-,-,-,ND,-,-,-,-,-,-,-,-,,N,N,,Mar 20 2024,May  9 2024,Current or Needs Rebuild,N,Nov  5 2023,Mar 20 2024,Mar 28 2024,Apr 25 2024,UG,8,,+,INST,R2,4.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19354,2607,ACNU-414-A,,,"03/20/2024-05/09/2024 Lecture Monday, Wednesday 01:00PM - 03:30PM, Simperman Hall, Room 407 (more)...",,Mar 20 2024,May  9 2024,SIMP 407
2024SP,20308,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-02-17,02,17,2024,Feb 17 2024,BA,411,A,Investment Planning,1.00000,14:00:00,2:00PM,14:50:00,2:50PM,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,SIMP,106,HYBRD,J. Mull,14,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,Feb 17 2024,Current or Needs Rebuild,N,Nov  5 2023,Jan 17 2024,Jan 25 2024,Feb  8 2024,UG,4,,+,INST,R2,1.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19474,372,BA-411-A,,,"01/17/2024-02/14/2024 Hybrid (Remote & In-Person) Wednesday 02:00PM - 02:50PM, Simperman Hall, Room 106",,Jan 17 2024,Feb 14 2024,SIMP 106
2024SP,20186,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-03-10,03,10,2024,Mar 10 2024,ACNU,404A,A,Illness Across Lifespan II A,,14:15:00,2:15PM,17:00:00,5:00PM,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,SIMP,406,LAB,J. Johnson,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,Mar 10 2024,Current or Needs Rebuild,N,Nov  5 2023,Jan 17 2024,Jan 25 2024,Mar  7 2024,UG,8,,+,INST,R2,,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19352,2605,ACNU-404A-A,,,"01/17/2024-03/10/2024 Lecture Monday, Wednesday 09:30AM - 10:45AM, Simperman Hall, Room 407 (more)...",,Jan 17 2024,Mar  6 2024,SIMP 406
2024SP,20309,A,,,2024-02-20,02,20,2024,Feb 20 2024,2024-05-9,05,9,2024,May  9 2024,BA,412,A,Insurance Planning,2.00000,14:00:00,2:00PM,14:50:00,2:50PM,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,SIMP,106,HYBRD,J. Mull,5,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Feb 20 2024,May  9 2024,Current or Needs Rebuild,N,Nov  5 2023,Feb 20 2024,Feb 28 2024,Apr 11 2024,UG,11,,+,INST,R2,2.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19475,2474,BA-412-A,,,"02/21/2024-05/08/2024 Hybrid (Remote & In-Person) Wednesday 02:00PM - 02:50PM, Simperman Hall, Room 106",,Feb 21 2024,May  8 2024,SIMP 106
2024SP,20628,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,HS,307,A,Evidnce Based Rsrch Methd(WI),,9:00:00,9:00AM,10:40:00,10:40AM,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,STCH,044,LAB,G. Schafer,,,,,,,,,,,,AW,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,WI,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,N,Y,Y,10,3,Y,2024SP,19790,723,HS-307-A,,,"01/17/2024-05/09/2024 Lecture Monday 09:00AM - 09:50AM, St. Charles Hall, Room 044 (more)...",,Jan 17 2024,May  8 2024,STCH 044
2024SP,20843,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,LAS,490,A,Job Search Course,1.00000,9:00:00,9:00AM,9:50:00,9:50AM,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,STCH,018,LEC,R. Walsh,0,25,25,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,1.00000,T,T,4,N,Y,Y,Y,10,3,Y,,19982,2728,LAS-490-A,,,"01/17/2024-05/08/2024 Lecture Wednesday 09:00AM - 09:50AM, St. Charles Hall, Room 018",,Jan 17 2024,May  8 2024,STCH 018
2024SP,20203,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,NU,406,A,Nursing Leadership/Management,4.00000,9:00:00,9:00AM,9:50:00,9:50AM,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,CHPL,201,LEC,K. Pieper,27,27,27,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,4.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19369,536,NU-406-A,,,"01/17/2024-05/09/2024 Lecture Wednesday 09:00AM - 09:50AM, All Saints Chapel, Room 201 (more)...",,Jan 17 2024,May  9 2024,CHPL 201
2024SP,20205,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,NU,418,A,Applied Pharmacology,1.00000,10:00:00,10:00AM,10:50:00,10:50AM,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,OCON,102,LEC,M. Brosnan,27,27,27,,,,38.00,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,1.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19371,2589,NU-418-A,,,"01/17/2024-05/08/2024 Lecture Wednesday 10:00AM - 10:50AM, O'Connell Hall, Room 102",,Jan 17 2024,May  8 2024,OCON 102
2024SP,20861,C,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,SO,331,LX,Soc Science Rsrch Methods(WI),1.00000,11:00:00,11:00AM,11:55:00,11:55AM,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,SIMP,106,LAB,P. Christian,0,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,WI,-,Y,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,,+,INST,R2,1.00000,T,T,4,N,Y,Y,Y,10,3,Y,,19998,715,SO-331-LX,,,"01/17/2024-05/08/2024 Lab Wednesday 11:00AM - 11:55AM, Simperman Hall, Room 106",,Jan 17 2024,May  8 2024,SIMP 106
2024SP,20883,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,SO,331LX,A,Soc Sci Rsrch Methods Lab Only,1.00000,11:00:00,11:00AM,11:55:00,11:55AM,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,SIMP,106,LAB,P. Christian,5,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,PS,,N,Y,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,1.00000,T,T,4,N,Y,Y,Y,10,3,Y,,20018,2281,SO-331LX-A,,,"01/17/2024-05/08/2024 Lab Wednesday 11:00AM - 11:55AM, Simperman Hall, Room 106",,Jan 17 2024,May  8 2024,SIMP 106
2024SP,20204,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,NU,417,A,Capstone Clinical,3.50000,12:00:00,12:00PM,13:50:00,1:50PM,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,SIMP,408,CLIN,"M. Brosnan, A. Boitano, M. Hogue",27,27,27,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.50000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19370,539,NU-417-A,,,"01/17/2024-05/09/2024 Clinical Wednesday 12:00PM - 01:50PM, Simperman Hall, Room 408 (more)...",,Jan 17 2024,May  8 2024,SIMP 408
2024SP,20204,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,NU,417,A,Capstone Clinical,,12:00:00,12:00PM,13:50:00,1:50PM,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,SIMP,231,CLIN2,"M. Brosnan, A. Boitano, M. Hogue",,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19370,539,NU-417-A,,,"01/17/2024-05/09/2024 Clinical Wednesday 12:00PM - 01:50PM, Simperman Hall, Room 408 (more)...",,Jan 17 2024,May  8 2024,SIMP 231
2024SP,20204,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,NU,417,A,Capstone Clinical,,12:00:00,12:00PM,13:50:00,1:50PM,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,SIMP,234,CLIN3,"M. Brosnan, A. Boitano, M. Hogue",,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19370,539,NU-417-A,,,"01/17/2024-05/09/2024 Clinical Wednesday 12:00PM - 01:50PM, Simperman Hall, Room 408 (more)...",,Jan 17 2024,May  8 2024,SIMP 234
2024SP,20814,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,MA,471,A,History Seminar in Mathematics,1.00000,12:00:00,12:00PM,12:50:00,12:50PM,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,SIMP,312,LEC,K. Cline,4,20,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,1.00000,T,T,4,N,Y,Y,Y,10,3,Y,,19960,363,MA-471-A,,,"01/17/2024-05/08/2024 Lecture Wednesday 12:00PM - 12:50PM, Simperman Hall, Room 312",,Jan 17 2024,May  8 2024,SIMP 312
2024SP,20844,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,LAS,490,B,Job Search Course,1.00000,13:00:00,1:00PM,13:50:00,1:50PM,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,STCH,017,LEC,R. Walsh,2,25,25,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,1.00000,T,T,4,N,Y,Y,Y,10,3,Y,,19983,2728,LAS-490-B,,,"01/17/2024-05/08/2024 Lecture Wednesday 01:00PM - 01:50PM, St. Charles Hall, Room 017",,Jan 17 2024,May  8 2024,STCH 017
2024SP,20570,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,MSL,304,A,Leadership Laboratory LAB,1.00000,14:00:00,2:00PM,18:00:00,6:00PM,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,PCCC,100,LEC,"C. Cantrell, M. Harriman",4,25,25,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,0.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19733,2318,MSL-304-A,,,"01/17/2024-05/08/2024 Lecture Wednesday 02:00PM - 06:00PM, Perkins Call Canine Center, Room 100",,Jan 17 2024,May  8 2024,PCCC 100
2024SP,20573,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,MSL,404,A,Advanced Leadership Practicum,1.00000,14:00:00,2:00PM,18:00:00,6:00PM,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,PCCC,100,PRAC,"C. Cantrell, M. Harriman",7,25,25,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,0.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19736,437,MSL-404-A,,,"01/17/2024-05/08/2024 Practicum Wednesday 02:00PM - 06:00PM, Perkins Call Canine Center, Room 100",,Jan 17 2024,May  8 2024,PCCC 100
2024SP,20201,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,NU,307L,A,Evd-Based Practice Rsrch lab,0.00000,14:15:00,2:15PM,15:30:00,3:30PM,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,OCON,107,LAB,M. Lewis,38,39,40,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,,NGRD,R2,0.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19367,1645,NU-307L-A,,,"01/17/2024-05/08/2024 Lab Wednesday 02:15PM - 03:30PM, O'Connell Hall, Room 107",,Jan 17 2024,May  8 2024,OCON 107
2024SP,20769,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,ES,134,A,Climate and Environment Lab,1.00000,14:15:00,2:15PM,17:00:00,5:00PM,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,SIMP,214,LAB,P. Heiser,17,15,18,,,,60.00,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NS,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,1.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19916,2553,ES-134-A,,,"01/17/2024-05/08/2024 Lab Wednesday 02:15PM - 05:00PM, Simperman Hall, Room 214",,Jan 17 2024,May  8 2024,SIMP 214
2024SP,20218,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,ANZ,332,B,Equine Science:Nature Horses,,14:30:00,2:30PM,16:30:00,4:30PM,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,EQCT,EQCT,LAB,H. Suthers,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19384,1978,ANZ-332-B,,,"01/17/2024-05/09/2024 Lecture Monday, Wednesday, Friday 12:00PM - 12:50PM, Perkins Call Canine Center, Room 101 (more)...",,Jan 17 2024,May  8 2024,EQCT EQCT
2024SP,20429,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,BI,496,A,Senior Seminar,1.00000,15:00:00,3:00PM,19:50:00,3:50PM,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,SIMP,106,SEM,T. Almquist,15,25,25,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,1.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19595,115,BI-496-A,,,"01/17/2024-05/08/2024 Seminar Wednesday 03:00PM - 03:50PM, Simperman Hall, Room 106",,Jan 17 2024,May  8 2024,SIMP 106
